source<Long>,target<Long>,weight<Double>
657,90,0.95
657,189,0.48
657,345,0.5
657,407,0.65
657,510,0.8
657,627,0.77
657,653,0.33
657,683,0.13
658,27,0.73
658,131,0.58
658,249,0.89
658,668,0.96
658,767,0.32
658,918,0.48
658,965,0.24
659,47,0.05
659,48,0.46
659,50,0.78
659,57,0.83
659,183,0.2
659,214,0.72
659,259,0.23
659,287,0.8
659,299,0.95
659,304,0.83
659,392,0.16
659,393,0.37
659,397,0.6
659,467,0.87
659,473,0.31
659,541,0.33
659,642,0.3
659,665,0.6
659,713,0.03
659,740,0.28
659,826,0.52
659,891,0.16
659,918,0.11
659,938,0.01
659,1019,0.52
660,68,0.56
660,299,0.16
660,610,0.06
660,692,0.51
660,720,0.86
660,745,0.05
660,1019,0.53
661,9,0.09
661,217,0.34
661,360,0.81
661,953,0.16
662,24,0.98
662,77,0.28
662,159,0.68
662,333,0.72
663,17,0.9
663,67,0.58
663,125,0.12
663,177,0.05
663,250,0.72
663,254,0.15
663,353,0.6
663,358,0.86
663,395,0.44
663,481,0.91
663,565,0.28
663,627,0.25
663,656,0.14
663,829,0.64
663,997,0.89
664,113,0.83
664,151,0.55
664,229,0.4
664,385,0.8
664,420,0.86
664,689,0.84
664,700,0.87
664,727,0.23
664,870,0.43
664,891,0.18
664,931,0.24
664,938,0.76
665,62,0.07
665,103,0.35
665,310,0.81
665,408,0.93
665,619,0.79
665,798,0.52
666,203,0.16
666,224,0.77
666,282,0.87
666,363,0.38
666,688,0.02
666,737,0.64
666,746,0.97
666,805,0.48
666,840,0.8
666,842,0.88
667,562,0.91
667,994,0.03
668,188,0.09
668,487,0.19
668,498,0.22
668,538,0.68
668,658,0.53
669,270,0.51
669,473,0.75
669,543,0.14
669,884,0.7
669,989,0.53
670,576,0.52
670,578,0.01
670,687,0.6
670,831,0.17
670,848,0.85
670,949,0.23
671,416,0.94
671,711,0.79
671,785,0.36
672,107,0.88
672,367,0.21
672,700,0.97
672,984,0.8
673,243,0.68
673,245,0.37
673,556,0.4
673,920,0.46
673,972,0.32
674,39,0.07
674,81,1
674,121,0.74
674,129,0.51
674,260,0.58
674,304,0.84
674,332,0.23
674,367,0.6
674,520,0.93
674,805,0.1
674,859,0.79
674,949,0.34
675,90,0.03
675,125,0.92
675,236,0.64
675,313,0.15
675,326,0.15
675,381,0.25
675,385,0.76
675,489,0.54
675,627,0.82
675,664,0.82
675,765,0.43
675,925,0.44
677,53,0.39
677,240,0.02
677,659,0.43
677,938,0.21
678,167,0.12
678,315,0.38
678,421,0.92
678,576,0.12
678,577,0.07
678,659,0.48
678,762,0.7
678,855,0.33
678,1017,0.48
678,1022,0.51
679,680,0.87
680,1,0.82
680,50,0.06
680,95,0.31
680,270,0.88
680,400,0.84
680,428,0.72
680,538,0.08
680,587,0.47
680,675,0.38
680,676,0.23
680,826,0.05
681,27,0.68
681,255,0.2
681,264,0.38
681,268,0.54
681,281,0.69
681,395,0.91
681,701,0.68
681,758,0.37
681,923,0.66
681,959,0.95
682,614,0.14
682,802,0.11
682,839,0.72
682,1007,0.15
683,114,0.52
683,553,0.95
684,93,0.52
684,178,0.32
684,297,0.11
684,298,0.05
684,485,0.91
684,643,0.74
684,655,0.57
684,727,0.92
684,949,0.31
685,128,0.85
685,213,0.42
685,333,0.95
685,856,0.94
686,17,0.94
686,79,0.76
686,201,0.77
686,222,0.23
686,342,0.46
686,424,0.74
686,512,0.84
686,684,0.88
686,700,0.46
686,763,0.13
686,800,0.63
686,845,0.66
686,963,0.27
686,973,0.79
687,301,0.3
687,313,0.65
687,381,0.75
687,395,0.8
687,790,0.58
687,872,0.05
688,157,0.8
688,164,0.21
688,212,0.75
688,607,0.68
688,636,0.36
688,638,0.18
688,858,0.06
688,882,0.81
688,938,0.09
688,996,0.47
689,103,0.18
689,157,0.14
689,518,0.3
690,28,0.45
690,94,0.72
690,186,0.05
690,490,0.58
690,678,0.54
690,858,0.58
690,1007,0.85
691,111,0.54
691,312,0.28
691,333,0.34
691,434,0.87
691,461,0.55
691,649,0.88
691,875,1
691,954,0.48
691,967,0.55
691,1016,0.72
692,204,0.7
692,274,0.54
692,549,0.76
692,814,0.64
692,833,0.38
692,949,0.82
692,978,0.8
693,182,0.87
693,360,0.56
693,378,0.94
693,536,0.02
693,665,0.84
693,759,0.52
693,895,0.18
693,906,0.06
693,958,0.41
693,966,0.46
693,1013,0.48
694,235,0.96
694,736,0.05
695,358,0.5
695,371,0.47
695,528,0.92
695,578,0.21
695,664,0.35
695,993,0.78
696,595,0.9
696,687,0.22
696,997,0.73
697,2,0.14
697,27,0.81
697,50,0.26
697,66,0.19
697,208,0.98
697,229,0.11
697,272,0.17
697,512,0.16
697,611,0.73
697,812,0.68
697,815,0.2
698,34,0.39
698,530,0.35
698,540,0.1
698,857,0.59
699,143,0.15
699,144,0.16
699,154,0.9
699,198,0.9
699,229,0.49
699,240,0.79
699,388,0.85
699,397,0.46
699,442,0.76
699,474,0.69
699,541,0.14
699,656,0.62
699,709,0.89
699,781,0.09
699,851,0.23
699,899,0.32
699,997,0.15
700,6,0.74
700,10,0.28
700,234,0.02
700,281,0.91
700,326,0.23
700,386,0.38
700,458,0.21
700,500,0.05
700,519,0.63
700,526,0.77
700,548,0.98
700,701,0.69
700,716,0.28
700,801,0.07
700,845,0.25
700,1022,0.94
701,6,0.05
701,78,0.98
701,131,0.72
701,148,0.65
701,209,0.14
701,211,0.57
701,246,0.72
701,259,0.24
701,313,0.26
701,486,0.52
701,758,0.83
701,917,0.95
701,1010,0.23
701,1013,0.34
702,4,0.93
702,245,0.46
702,375,0.62
702,519,0.27
702,835,0.79
703,2,0.81
703,281,0.55
703,437,0.93
703,505,0.79
703,576,0.65
703,986,0.72
704,380,0.05
704,535,0.16
704,599,0.17
704,804,0.37
704,833,0.44
704,864,0.07
704,891,0.6
704,903,0.53
704,977,0.08
705,14,0.59
705,39,1
705,75,0.72
705,106,0.39
705,120,0.87
705,194,0.22
705,240,0.18
705,540,0.87
705,599,0.75
705,688,0.8
705,720,0.42
705,757,0.27
705,777,0.13
705,855,0.35
705,879,0.19
705,953,0.88
705,1016,0.14
706,93,0.19
706,157,0.37
706,313,0.86
706,513,0.82
706,566,0.15
706,861,0.32
706,973,0.3
707,13,0.67
707,284,0.72
707,317,0.44
707,398,1
707,593,1
707,988,0.63
708,14,0.28
708,75,0.59
708,365,0.74
708,628,0.41
708,682,0.7
708,768,0.75
708,835,0.95
708,858,0.73
709,10,0.39
709,142,0.51
709,154,0.09
709,212,0.61
709,285,0.85
709,324,0.38
709,393,0.41
709,422,0.28
709,482,0.51
709,747,0.33
709,957,0.79
710,408,0.49
710,591,0.74
710,615,0.66
710,950,0.7
711,108,0.91
711,174,0.04
711,201,0.55
711,488,0.92
711,690,0.63
711,800,0.39
711,808,0.8
711,889,0.23
711,954,0.95
712,16,0.54
712,95,0.75
712,206,0.5
712,389,0.43
712,598,0.03
713,14,0.35
713,83,0.15
713,98,0.57
713,146,0.83
713,175,0.72
713,420,0.96
713,570,0.82
713,574,0.84
713,953,0.73
714,383,0.42
714,656,0.57
714,794,0.48
714,910,0.77
714,946,0.87
715,344,0.4
715,735,0.55
715,819,0.71
716,30,0.61
716,544,0.44
716,694,0.54
716,907,0.01
716,947,0.28
716,1021,0.05
717,96,0.02
717,236,0.6
717,512,0.4
717,601,0.97
717,655,0.41
717,975,0.54
718,31,0.84
718,153,0.75
718,380,0.74
718,500,0.53
718,976,0.03
719,15,0.13
719,98,0.91
719,105,0.65
719,126,0.29
719,179,0.5
719,568,0.56
719,656,0.56
719,720,0.5
719,800,0.19
719,809,0.32
719,942,0.15
720,10,0.63
720,50,0.01
720,164,0.04
720,316,0.68
720,404,0.15
720,428,0.62
720,511,0.54
720,629,0.01
720,656,0.02
720,657,0.4
720,665,0.79
720,687,0.88
720,696,0.42
720,753,0.5
720,777,0.33
720,1022,0.97
721,154,0.12
721,429,0.24
721,467,0.58
721,659,0.67
721,902,0.95
721,929,0.6
721,948,0.57
721,958,0.04
721,978,0.45
722,239,0.56
722,240,0.84
722,309,0.08
722,382,0.86
722,386,0.07
722,506,0.97
722,616,0.05
722,768,0.35
722,841,0.78
722,1016,0.69
723,267,0.32
723,507,0.48
723,591,0.94
723,759,0.92
723,902,0.21
724,6,0.42
724,135,0.94
724,169,0.32
724,743,0.9
724,1018,0.64
725,529,0.05
725,795,0.22
726,18,0.87
726,137,0.52
726,156,0.34
726,308,1
726,351,0.68
727,178,0.31
727,252,0.96
727,304,0.31
727,358,0.53
727,687,0.24
727,953,0.61
727,989,0.13
728,57,0.56
728,270,0.96
728,497,0.62
728,607,0.55
728,879,0.46
728,921,0.14
728,938,0.59
729,34,0.63
729,113,0.46
729,194,0.56
729,331,0.47
730,56,0.97
730,191,0.96
730,211,0.62
730,212,0.01
730,253,0.64
730,693,0.63
730,699,0.39
730,738,0.32
730,780,0.48
730,803,0.21
731,191,0.96
731,332,0.49
731,368,0.85
731,478,0.94
731,492,0.75
731,543,0.62
731,758,0.82
731,914,0.72
731,992,0.67
732,99,0.8
732,118,0.31
732,193,0.32
732,215,0.65
732,243,0.56
732,726,0.09
734,125,0.8
734,780,0.42
735,0,0.68
735,427,0.75
735,628,0.4
735,886,0.51
736,661,0.59
737,26,0.2
737,121,0.86
737,175,0.62
737,202,0.59
737,305,0.49
737,339,0.91
737,351,0.25
737,453,0.06
737,606,0.14
737,687,0.29
737,870,0.58
738,10,0.61
738,75,0.66
738,143,0.23
738,193,0.24
738,203,0.16
738,215,0.16
738,259,0.92
738,288,0.53
738,360,0.85
738,393,0.02
738,425,0.32
738,457,0.14
738,549,0.45
738,561,0.99
738,587,0.61
738,635,0.07
738,649,0.16
738,664,0.11
738,665,0.13
738,716,0.08
738,728,0.83
738,731,0.69
738,766,0.76
738,778,0.47
738,824,0.51
738,902,0.35
738,929,1
738,938,0.01
738,951,0.26
738,977,0.48
739,311,0.91
739,495,0.76
739,573,0.8
740,24,0.64
740,46,0.04
740,57,0.42
740,156,0.44
740,204,0.38
740,242,0.22
740,393,0.76
740,396,0.84
740,624,0.55
740,942,0.4
740,949,0.98
740,951,0.48
740,965,0.53
741,39,0.38
741,90,0.5
741,512,0.58
741,720,0.05
741,776,0.65
741,780,0.1
741,787,0.44
741,938,0.39
742,332,0.63
742,351,0.11
742,469,0.03
742,546,0.51
742,767,0.34
743,91,0.32
743,193,0.73
743,315,0.85
743,609,0.58
743,1018,0.98
744,368,0.55
745,211,0.38
745,907,0.77
746,151,0.04
746,277,0.7
746,428,0.49
746,435,0.82
746,539,0.29
746,619,0.37
746,680,0.23
746,800,1
747,270,0.67
747,338,0.56
747,414,0.67
747,720,0.32
748,219,0.84
748,381,0.41
748,615,0.97
749,316,0.36
749,660,0.29
749,682,0.37
749,734,0.43
750,706,0.16
750,1005,0.9
751,85,0.7
751,122,0.68
751,150,0.97
751,300,0.84
751,585,0.06
751,862,0.23
752,29,0.21
752,34,0.2
752,59,0.24
752,114,0.07
752,143,0.99
752,169,0.59
752,400,0.65
752,438,0.61
752,482,0.64
752,560,0.19
752,664,0.94
752,777,0.44
752,908,0.97
753,2,0.06
753,115,0.12
753,147,0.1
753,159,0.53
753,534,0.62
753,587,0.13
753,723,0.79
753,732,0.69
753,745,0.55
753,761,1
753,768,0.71
753,833,0.11
753,923,0.7
754,72,0.69
754,372,0.96
754,432,0.76
754,438,0.95
754,586,0.74
754,931,0.05
755,197,0.24
755,354,0.55
755,434,0.08
755,484,0.03
755,659,0.36
755,662,0.15
755,869,0.74
756,24,0.77
756,286,0.61
756,313,0.58
756,372,0.9
756,708,0.44
756,921,0.66
757,191,0.28
757,240,0.5
757,243,0.93
757,249,0.14
757,777,0.96
757,1018,0.63
758,32,0.29
758,142,0.38
758,204,0.17
758,244,0.3
758,281,0.22
758,321,0.34
758,366,0.91
758,506,0.78
758,513,0.69
758,573,0.35
758,608,0.55
758,751,0.44
758,814,0.56
758,858,0.25
758,890,0.62
758,901,0.84
759,27,0.28
759,41,0.23
759,140,0.45
759,275,0.46
759,360,0.07
759,397,0.09
759,505,0.57
759,548,0.14
759,664,0.48
759,715,0.1
759,717,0.75
759,829,0.29
759,908,0.72
759,1015,0.8
760,33,0.78
760,113,0.09
760,147,0.03
760,177,0.39
760,466,0.98
760,468,0.11
760,607,0.98
760,894,0.97
761,134,0.44
761,363,0.63
761,425,0.84
761,699,0.65
761,869,0.3
761,962,0.99
762,81,0.27
762,275,0.51
762,328,0.35
762,387,0.62
762,398,0.21
762,576,0.44
762,631,0.42
762,657,0.42
762,757,0.2
762,869,0.29
763,14,0.72
763,18,0.52
763,258,0.2
763,310,0.39
763,409,0.41
763,479,0.71
763,636,0.02
763,749,0.76
763,798,0.61
763,839,0.16
764,208,0.67
765,90,0.65
765,352,0.37
765,372,0.89
765,508,0.55
765,741,0.77
766,39,0.63
766,75,0.21
766,138,0.51
766,204,0.96
766,211,0.61
766,236,0.99
766,312,0.86
766,378,0.28
766,426,0.08
766,443,0.39
766,529,0.66
766,686,0.65
766,693,0.88
766,695,0.45
766,732,0.84
766,838,0.74
766,902,0.82
766,953,0.36
766,958,0.78
766,981,0.85
766,997,0.52
767,26,0.25
767,59,0.8
767,61,0.5
767,91,0.47
767,214,0.09
767,228,0.54
767,240,0.2
767,272,0.15
767,326,0.18
767,383,0.18
767,394,0.59
767,425,0.66
767,449,0.73
767,473,0.64
767,508,0.41
767,587,0.61
767,593,0.46
767,800,0.49
768,80,0.79
768,148,0.65
768,189,0.12
768,394,0.72
768,396,0.74
768,405,0.04
768,467,0.25
768,545,0.9
768,566,0.52
768,587,0.39
768,693,0.28
768,722,0.8
768,779,0.59
768,955,0.28
768,1016,0.67
769,185,0.75
769,243,0.87
769,451,0.62
769,766,0.4
770,67,0.46
770,102,0.43
770,231,0.71
770,357,0.31
770,392,0.79
771,112,0.87
771,121,0.16
771,441,0.5
771,463,0.65
771,581,0.72
772,120,0.17
772,270,0.33
772,326,0.88
772,781,0.29
772,876,0.36
773,45,0.51
773,118,0.53
773,338,0.26
773,397,0.07
773,574,0.33
773,766,0.17
774,287,0.31
774,376,0.69
775,27,0.14
775,573,0.38
775,725,0.91
775,954,0.55
776,413,0.14
776,597,0.39
776,679,0.91
777,10,0.65
777,61,0.93
777,92,0.31
777,249,1
777,290,0.02
777,306,0.15
777,315,0.64
777,365,0.65
777,372,0.77
777,393,0.82
777,422,0.54
777,547,0.97
777,572,0.58
777,630,0.59
777,675,0.97
777,720,0.59
777,766,0.54
777,879,0.73
777,894,0.7
777,928,0.06
777,949,0.86
777,965,0.68
778,84,0.39
778,149,0.43
778,271,0.26
778,292,0.35
778,304,0.62
778,346,0.4
778,414,0.13
778,468,0.4
778,564,0.51
778,646,0.57
778,732,0.73
778,775,0.25
778,897,0.56
778,908,0.7
778,965,0.63
778,1019,0.54
779,305,0.46
779,503,0.52
780,72,0.71
780,84,0.88
780,104,0.87
780,122,0.78
780,123,0.6
780,354,0.49
780,727,0.03
780,819,0.06
780,931,0.97
781,206,0.04
781,851,0.13
782,17,0.4
782,71,0.22
782,222,0.05
782,267,0.27
782,350,1
782,420,0.78
782,651,0.04
782,768,0.85
782,842,0.94
782,949,0.69
783,601,0.4
783,737,0.93
784,354,0.38
784,980,0.77
785,50,0.52
785,217,0.29
785,506,0.12
785,846,0.31
786,177,0.31
786,231,1
786,385,0.3
786,468,0.83
786,473,0.64
786,474,0.67
786,632,0.04
786,664,0.6
786,693,0.45
786,730,0.93
786,777,0.74
786,936,0.36
786,1022,0.72
786,1023,0.68
787,50,0.23
787,566,0.23
787,715,0.22
787,997,0.17
788,199,0.35
788,296,0.15
788,319,0.69
788,478,0.15
789,445,0.27
790,34,0.77
790,414,0.26
791,327,0.88
791,366,0.56
791,383,0.97
791,436,0.56
791,442,0.72
791,616,0.89
791,952,0.53
792,226,0.17
792,780,0.74
792,990,0.04
792,1021,0.08
793,243,0.69
793,601,0.69
793,625,0.94
793,656,0.88
793,681,0.3
793,741,0.63
793,873,0.14
793,887,0.19
793,898,0.05
793,914,0.65
794,226,0.57
794,436,0.88
794,539,0.54
794,761,0.32
794,879,0.01
795,182,0.71
795,372,0.83
796,489,0.3
796,694,0.35
796,1004,0.84
797,19,0.52
797,95,0.23
797,175,0.25
797,279,0.96
797,324,0.1
797,333,0.01
797,393,0.19
797,414,0.88
797,473,0.29
797,484,0.2
797,553,0.93
797,811,0.62
797,891,0.88
798,83,0.15
798,338,0.97
798,458,0.54
798,482,0.2
798,647,0.38
798,750,0.96
799,94,0.47
799,135,0.06
799,233,0.12
799,322,0.51
799,326,0.84
799,425,0.57
799,566,0.83
799,705,0.67
799,724,0.35
799,778,0.03
799,1019,0.46
800,159,0.58
800,204,0.24
800,256,0.87
800,281,0.3
800,335,0.4
800,425,0.82
800,469,0.53
800,658,0.22
800,738,0.85
800,966,0.01
801,6,0.32
801,28,0.04
801,120,0.72
801,482,0.94
801,555,0.77
801,556,0.72
802,139,0.82
802,259,0.45
802,787,0.02
803,568,0.2
803,948,0.35
803,972,0.67
803,999,0.49
804,15,0.07
804,38,0.82
804,112,0.08
804,175,0.12
804,360,0.29
804,400,0.79
804,435,0.31
804,536,0.25
804,871,0.37
804,882,0.86
805,30,0.15
805,174,0.4
805,234,0.29
805,240,0.63
805,244,0.86
805,376,0.38
805,393,0.71
805,406,0.85
805,415,0.32
805,431,0.07
805,449,0.18
805,465,0.82
805,479,0.08
805,697,0.95
805,860,0.53
805,872,0.33
805,908,0.14
805,941,0.04
805,951,0.73
806,39,0.4
806,65,0.56
806,261,0.97
806,669,0.21
806,999,0.95
807,92,0.78
807,214,0.12
807,316,0.69
807,317,0.32
807,485,0.43
807,489,0.33
807,526,0.25
808,148,0.18
808,218,0.17
808,225,0.16
808,388,0.82
808,401,0.01
808,684,0.39
810,41,0.46
810,57,0.12
810,382,0.75
810,664,0.82
810,674,0.03
810,823,0.89
811,67,0.59
811,200,0.28
811,245,0.38
811,471,0.09
811,551,0.57
811,669,0.18
811,779,0.85
812,152,0.03
812,243,1
812,366,0.84
812,515,0.81
812,530,0.36
812,1001,0.56
813,20,0.73
813,67,0.42
813,386,0.12
813,421,0.93
813,821,0.16
813,831,0.28
814,31,0.27
814,50,0.5
814,60,0.6
814,78,0.03
814,112,0.23
814,147,0.04
814,185,0.87
814,240,0.91
814,244,0.46
814,248,0.98
814,253,0.21
814,265,0.3
814,315,0.81
814,343,0.06
814,381,0.1
814,393,0.09
814,410,0.4
814,413,0.22
814,432,0.51
814,435,0.06
814,466,0.07
814,473,0.16
814,686,0.81
814,738,0.09
814,811,0.7
814,842,0.02
814,863,0.45
814,917,0.6
814,948,0.77
814,949,0.87
814,951,0.21
814,978,0.16
815,35,0.78
815,50,0.59
815,141,0.36
815,148,0.66
815,159,0.96
815,213,0.63
815,231,0.74
815,251,0.72
815,297,0.55
815,333,0.28
815,356,1
815,465,0.02
815,519,0.59
815,520,0.95
815,638,0.84
815,697,0.92
815,717,0.51
815,767,0.59
815,805,0.45
815,841,0.32
815,869,0.09
815,909,0.75
815,949,0.93
816,337,0.93
816,362,0.4
816,729,0.85
816,1000,0.97
817,29,0.12
817,143,0.19
817,616,0.68
817,704,0.94
817,836,0.55
817,1015,0.01
818,9,0.01
818,106,0.78
818,128,0.47
818,259,0.6
818,271,0.32
818,282,0.44
818,383,0.29
818,495,0.53
818,551,0.41
818,578,0.09
818,635,0.68
818,666,0.33
818,854,0.14
818,954,0.1
819,24,0.61
819,220,0.89
819,296,0.68
819,914,0.67
820,205,0.77
821,287,0.24
821,458,0.39
821,737,0.22
821,740,0.68
822,221,0.8
822,290,0.83
822,321,0.67
822,531,0.01
822,747,0.26
822,781,0.77
823,7,0.31
823,39,0.5
823,286,0.64
823,315,0.14
823,381,0.29
823,422,0.17
823,508,0.16
823,749,0.88
823,825,0.61
824,362,0.62
824,451,0.23
824,485,0.09
824,553,1
824,813,0.44
824,815,0.15
824,935,0.24
824,940,0.3
824,954,0.9
825,93,0.68
825,113,0.27
825,270,0.34
825,345,0.88
825,432,0.79
825,458,0.59
825,495,0.16
825,553,0.57
825,722,0.3
825,738,0.28
825,814,1
825,887,0.59
825,1021,0.16
826,52,0.38
826,126,0.17
826,183,0.58
826,190,0.68
826,239,0.53
826,368,0.83
826,460,0.62
826,566,0.03
826,587,0.89
826,675,0.07
826,942,0.58
826,951,0.79
826,995,0.23
827,10,0.75
827,703,0.6
828,152,0.96
828,188,0.28
828,996,0.9
829,111,0.97
829,204,0.61
829,285,0.15
829,412,0.6
829,728,0.96
829,984,0.17
830,99,0.5
830,131,0.38
830,135,0.32
830,243,0.34
830,732,0.93
830,746,0.78
830,1023,0.32
831,19,0.8
831,184,0.56
831,204,0.58
831,306,0.25
831,346,0.57
831,394,0.24
831,506,0.93
831,556,0.02
831,702,0.27
831,828,0.1
831,850,0.16
831,861,0.9
831,902,0.12
831,978,0.68
831,1017,0.7
832,14,0.42
832,120,1
832,157,0.71
832,249,0.28
832,311,0.71
832,320,0.53
832,355,0.06
832,358,0.19
832,380,0.15
832,395,0.59
832,610,0.01
832,660,0.15
832,814,0.92
833,18,0.22
833,148,0.13
833,195,0.72
833,211,0.97
833,213,0.23
833,218,0.79
833,278,0.75
833,333,0.07
833,394,0.12
833,426,0.5
833,431,0.16
833,474,0.32
833,477,0.24
833,623,0.21
833,659,0.44
833,681,0.15
833,732,0.52
833,981,0.21
834,244,0.35
834,448,0.84
834,949,0.79
835,49,0.13
835,304,0.5
835,593,0.38
835,754,0.03
835,931,0.98
835,955,0.06
836,26,0.6
836,170,0.81
836,815,0.98
836,859,0.15
836,971,0.23
836,996,0.33
837,579,0.11
837,599,0.17
837,653,0.07
837,928,0.83
837,1001,0.45
838,50,0.62
838,276,0.86
838,396,0.57
838,457,0.47
838,572,0.89
838,786,0.26
838,849,0.69
839,31,0.43
839,68,0.65
839,277,0.35
839,935,0.02
840,113,0.99
840,131,0.16
840,180,0.99
840,202,0.06
840,217,0.75
840,240,0.48
840,466,0.03
840,552,0.72
840,721,0.76
840,839,0.97
840,865,0.86
840,906,0.23
840,918,0.52
841,345,0.81
841,593,0.79
841,786,0.46
841,791,0.49
841,811,0.43
841,928,0.96
842,15,0.82
842,32,0.08
842,34,0.05
842,241,0.88
842,315,0.43
842,338,0.79
842,344,0.76
842,360,0.2
842,382,0.33
842,394,0.33
842,436,0.96
842,466,0.95
842,527,0.41
842,550,0.33
842,587,0.68
842,738,0.22
842,746,0.74
842,814,0.91
842,848,0.83
842,858,0.22
842,862,0.41
842,872,0.39
842,1015,0.41
843,57,0.29
843,241,0.92
843,901,0.76
844,38,0.42
844,417,0.01
844,436,0.1
844,507,0.42
844,575,0.96
844,1022,0.78
845,212,0.6
845,285,0.09
845,338,0.39
845,393,0.47
845,412,0.85
845,541,0.36
845,569,0.15
845,713,0.95
845,792,0.47
845,802,0.74
845,862,0.72
845,949,0.39
846,158,0.76
846,182,0.6
846,540,0.24
846,774,0.66
847,372,0.64
847,514,0.77
847,950,0.85
848,93,0.32
848,375,0.97
848,499,0.56
848,664,0.33
848,922,0.74
849,62,0.44
849,180,0.97
849,844,0.47
849,850,0.05
849,922,0.78
849,954,0.4
849,980,0.87
850,14,0.74
850,54,0.08
850,258,0.93
850,753,0.14
850,820,0.71
850,845,0.71
851,205,0.42
851,441,0.3
851,840,0.02
851,939,0.6
851,965,0.82
852,35,0.1
852,75,0.22
852,115,0.08
852,128,0.63
852,286,0.32
852,309,0.22
852,363,0.94
852,458,0.23
852,476,0.75
852,506,0.95
852,818,0.88
852,841,0.71
852,955,0.09
852,966,0.06
853,486,0.98
854,587,0.55
855,164,0.28
855,175,0.66
855,238,0.68
855,474,0.87
855,566,0.89
855,651,0.2
855,833,0.79
855,863,0.31
855,916,0.52
855,967,0.31
856,320,0.98
856,766,0.91
857,170,0.52
857,485,0.71
857,725,0.91
857,898,0.21
857,901,0.07
858,18,0.34
858,48,0.12
858,510,0.67
858,568,0.15
858,601,0.01
858,607,0.5
858,719,0.02
858,721,0.84
858,726,0.18
858,734,0.37
858,740,0.37
858,758,0.2
858,761,0.1
858,800,0.24
858,865,0.35
858,901,0.5
859,55,0.43
859,144,0.24
859,275,0.43
859,614,0.27
859,805,0.37
859,928,0.68
859,956,0.04
859,977,0.11
860,97,0.66
860,349,0.54
860,382,0.28
860,439,0.46
860,460,0.91
860,603,0.4
860,805,0.62
860,973,0.97
861,67,0.7
861,75,0.9
861,113,0.01
861,253,0.56
861,279,0.2
861,340,0.47
861,362,0.52
861,411,0.12
861,739,0.84
861,748,0.75
861,766,0.53
861,811,0.25
861,852,0.51
861,924,0.29
861,928,0.27
861,1013,0.71
862,8,0.76
862,54,0.54
862,94,0.9
862,118,0.38
862,135,0.7
862,148,0.75
862,164,0.41
862,241,0.75
862,316,0.19
862,354,0.21
862,393,0.45
862,405,0.77
862,425,0.25
862,508,0.64
862,651,0.42
862,681,0.51
862,719,0.73
862,753,0.95
862,758,0.77
862,805,0.11
862,835,0.08
862,989,0.97
863,49,1
863,69,0.57
863,79,0.76
863,93,0.34
863,142,0.72
863,193,0.21
863,204,0.89
863,212,0.38
863,259,0.48
863,290,0.47
863,343,0.68
863,520,0.59
863,670,0.49
863,672,0.1
863,699,0.18
863,842,0.92
863,928,0.48
863,929,0.03
863,1016,0.38
864,47,0.07
864,331,0.72
864,487,0.82
864,713,0.51
864,855,0.82
865,224,0.54
865,368,0.27
865,934,0.4
866,800,0.54
867,92,1
867,389,0.31
867,453,0.8
867,460,0.77
867,520,0.25
867,618,0.63
868,108,0.46
868,677,0.75
868,826,0.13
869,31,0.53
869,379,0.75
869,421,0.47
869,764,0.84
869,833,0.65
869,855,0.54
869,889,0.27
869,917,0.24
869,1020,0.78
870,86,0.31
870,214,0.79
870,299,0.37
870,355,0.94
870,486,0.48
870,730,0.7
870,853,0.12
870,891,0.53
871,142,0.18
872,96,0.62
872,240,0.34
872,258,0.49
872,377,0.97
872,450,0.23
872,495,0.19
872,500,0.75
872,683,0.69
873,70,0.44
873,81,0.14
873,246,0.72
873,385,0.99
873,625,0.06
873,872,0.14
874,475,0.34
875,152,0.76
875,245,0.25
875,554,0.36
875,880,0.57
876,80,0.6
876,936,0.49
877,90,0.49
877,282,0.37
877,683,0.18
877,778,0.02
877,864,0.07
877,937,0.52
877,948,0.84
878,753,0.51
878,951,0.55
879,91,0.46
879,369,0.93
879,400,0.7
879,525,0.58
879,777,0.49
879,783,0.93
879,858,0.32
879,869,0.02
880,127,0.04
880,332,0.1
880,558,0.52
880,567,0.97
880,920,0.01
881,281,0.74
881,453,0.88
881,471,0.67
881,498,0.36
881,765,0.27
881,910,0.85
882,48,0.21
882,177,0.97
882,304,0.4
882,410,0.53
882,526,0.56
882,669,0.61
882,820,0.05
882,949,0.9
883,168,0.19
883,596,0.8
885,220,0.65
885,371,0.07
885,426,0.79
885,463,0.91
885,528,0.55
885,550,0.87
885,712,0.94
885,720,0.01
885,887,0.43
885,949,0.05
885,984,0.45
886,32,0.11
886,156,0.91
886,253,0.29
886,286,0.34
886,340,0.88
886,568,0.86
886,643,0.98
886,644,0.03
886,677,0.98
886,800,0.67
886,895,0.19
886,953,0.68
886,966,0.59
887,240,0.78
887,409,0.39
887,425,0.47
887,583,0.03
887,629,0.23
887,794,0.55
888,19,0.19
888,160,0.61
888,693,0.02
888,738,0.54
888,869,0.07
888,913,0.05
889,220,0.35
889,271,0.39
889,285,0.75
889,385,0.39
889,570,0.03
889,738,0.02
889,1022,0.4
890,126,0.27
890,137,0.7
890,301,0.96
890,368,0.6
890,578,0.94
891,83,0.68
891,202,0.91
891,227,0.12
891,389,0.42
891,438,0.29
891,439,0.43
891,448,0.85
891,451,0.36
891,523,0.62
891,573,0.99
